,sentence,sentiment,polarity
4182,"Standard & PoorÛªs 500 index was soaring, as program traders selling the actual shares underlying the index simultaneously bought the futures.",6.0,1
4185,"The plan, whose main components in- j volve refinancing some M.T.A. bonds, clamping down on administrative costs at the Transit Authority and recalcu-j lating gains from the pension plans, would produce a little more than $200 j million in savings. The plan is not ex-| pected to produce significant long-term j savings to offset future budget shortfalls, which have been estimated at] $400 million in 1992. Ûª",3.0,0
4186,"While welcoming the news that fares would not be raised this year, legislators and advocates for mass transportation said the relatively painless solution to the budget problems would damage the M.T.A.Ûªs ability to bargain for state aid in the future ÛÓ even though the solution was devised by a. chairman ""I canÛªt say that 1991 has been a great year for the M.T.A.Ûªs credibility,Û said Gene Russianoff, staff lawyer for the Straphangers Campaign, an advocacy group for riders. ""TheyÛªve been crying for months about their desperate straits and how it was impossible for them to do anything, and now all of",4.0,0
4188,"An apparant tightening of Federal Reserve monetary policy resulted in sharply higher short-term interest rates yesterday. This was illustrated by new six-month Treasury bills, which were auctioned at an average of 12.28 percent, up from 11.41 percent a week earlier.",7.0,1
4189,"Based on the auction results, new six-month money market certificates may be offered at a rate as high as 12.53 percent for a week starting Thursday.",4.0,0
4191,"Rising interest rates also encouraged lower prices in the stock market as the Dow Jones industrial average fell 11.86 points, to931.74. [Page D8.]",3.0,0
4198,"Encouraging earnings news from major retailers and the Walt Disney Company drew investors back into the stock market on Friday, one day after a big drop.",6.0,1
4199,"Disney said late Thursday that higher revenue at its cable, broadcast and movie studio divisions had helped produce an 18 percent increase in its fiscal fourth-quarter profit. Results were better than expected at Abercrombie & Fitch, while J. C. Penney raised its profit and sales forecasts.",6.0,1
4200,"The market briefly stumbled in morning trading after a report found that the mood of consumers had darkened. The Reuters/ University of Michigan, preliminary index of consumer sentiment for November fell to 66.0, from 70.6 in October, making investors nervous that cautious consumers would not step up holiday spending.",3.0,0
4203,"The stock market moved again yesterday toward the yearÛªs low level but the pressure failed to assume major proportions until the final hour. Heaviest losses, which ranged beyond 2 points, were sustained by the heavy industrial issues while the composite rate declined approximately a point. Trading jumped to 280,000 shares in the closing horn- against an average turnover of 100,000 for the preceding periods, but even this enlargement only produced transfers of",4.0,0
4205,"The opening of the market showed little change from SaturdayÛªs close although Bethlehem Steel started at 83%, off % point. A creeping decline set in midway through the first hour and by midday Chrysler showed a loss of 1	Ys points. There were fractional inroads in the general list. Volume fell to 90,000 shares during the noon period. The softer trend continued through * the end with a sharp rise in selling during the final hour and closing quotations around the lows of the session.",4.0,0
4206,"Bethlehem, which ended at 82, was off 2%, while United States Steel declined 114 to 66% and Youngstown 1% points to 60 Vg. Chrysler sank 1% points to par and General Motors gave way % point to a close of 56%, with a similar drop in Studebaker.",3.0,0
4208,"WASHINGTON, Sept. 25 ÛÓ At a time when many Americans believe that a recession has descended on the country, they are being told by Government officials to put their worries aside for the moment because other economic issues, mainiy inflation, have to be dealt Economic with nrst.",3.0,0
4211,"Millions of Americans, in particular, are experiencing unemployment, wage freezes, bankruptcies and falling real estate prices, and concluding that what they are living through constitutes a recession. How can their perception, reported in public opinion polls, differ so strikingly from that of the Federal Reserve and its counterparts elsewhere?",3.0,0
4212,"The answer is that the central banks remain more worried by the threat of inflation than of recession, and that to ignore the inflationary dangers now will only mean a deeper recession later. The Middle East crisis is the principal reason for the anti-inflationary consensus, mainly because it pushed up oil prices so sharply.",3.0,0
4213,"WASHINGTON, Aug. 2 ÛÓ The nationÛªs unemployment rate edged upward in July while total employment remained stable, the Labor Department reported today.",4.0,0
4216,"The hourly earnings index, [which is adjusted for such factors as overtime, rose one-half of 1 per cent last month, following increases of twice that much in May and June.",6.0,1
4218,"Ratio of Idle Stayed at 7.5% for April but Number of Jobholders Rose by 707,000 to 87 A Million, a Record",6.0,1
4219,"WASHINGTON. May 7ÛÓEmployment scored another strong gain in April, climbing to a new high, the Government said today, but the national unemployment rate remained unchanged at a recession level of 7.5 percent.",6.0,1
4221,"^Employment rose by 707,000, a large one-month gtfin, to 87,399,000, a new high that exceeded the low of March 1975 by nearly 3.3 million.",3.0,0
4223,"manager of the $1.5 billion Janus Mid Cap Value fund, tries to buy shares of companies cheaply, but the strong stock market has made that difficult.",8.0,1
4229,"The price of the 30-year bond rose *%2. to 951%2- The yield was 6.86 percent, down from 6.90 percent on Wednesday.",4.0,0
4230,"Bond prices received an earlier lift when the Labor Department reported that initial claims for unemployment benefits for the week ended Saturday rose 10,000, to 351,000, after a revised increase of 20,000 the week before. AnalystsÛª expectations were for a gain of 8,000. The report eased concerns that recent signs of robust economic growth would prompt the Fed.to raise short-term rates.",6.0,1
4231,"Speculation that foreign central banks were buying 5- and 10-year notes also bolstered prices, as did a private survey showing that factories in the United States saw a decline in shipments, new orders and production in January. The APIC/ Evans Economics Business Outlook fell to 45.6, from 51.8 in December. Analysts note that a reading below 50 suggests manufacturing is unchanged or declining.",4.0,0
4233,"Early last year when interest rates were high (but not nearly as high as they are now) a rash of floating-rate notes were sold, mostly by bank holding companies, to raise more than $2 billion. Floaters were not new last year, but never had such a large volume of them been sold within a short time.",3.0,0
4239,"The economyÛªs performance through the recovery has persuaded many economists that the nation has seen the last of the double-digit inflation that it witnessed at the start of the 1980Ûªs and that the rate has dropped to half that level or less for ÛÏWeÛªve passed the crisis stage,Û said A. Gary Shilling, a private economic consultant in New York. If there is a recession next year, he said, the rate could drop as low as 2 percent, well under the 4.2 percent rise over the 12 months through Sept. 30 that the Labor Department reported on Wednesday.",1.0,0
4240,"Martin S. Feldstein, who has returned to Harvard after two years as chairman of President ReaganÛªs Council of Economic Advisers, says it is possible that the inflation rate could rise to 5 percent or 6 percent next year but then drift back to 4 percent. ÛÏFour percent by the end of the",4.0,0
4241,"Allen Sinai, chief economist at Shearson Lehman/American Express, said that a month ago he was predicting 5.2 percent inflation for next year. But now he has lowered that figure to 4.2 percent, and he sees inflation remaining at that level permanently. ""I have to put quotes around the word Ûªpermanently,Ûª ÛªÛª he said, ÛÏbecause the world can change every five or 10 years.Û",4.0,0
4242,"Even monetarist economists, a school that has seen sharply rising inflation imbedded in the way the Federal Reserve sometimes allows the money supply to grow, do not ex-",4.0,0
4246,"In San Francisco, at least $25 million must be chopped from a $424.8 million budget, which may mean closing two schools, canceling interscholastic sports and shortening the junior high school day to five periods by eliminating elective courses. In Los Angeles, where the gap is $317 million in a $3.9 billion budget, more than 2,000 of its 30,200 teachers have received layoff notices, out of 10,000 sent statewide.",3.0,0
4248,Homebuilding industry is being affected by rising mortgage rates at a time when new money is rolling in to mortgage lenders. The recovery of the economy may be threatened.,3.0,0
4250,"The problem, and the irony, is a sharp increase in interest rates on home mortgages, while new money is rolling into the coffers of the major mortgage lenders at a record pace.",4.0,0
4251,"The swift decline in money costs seems to have ended in April, and looming just ahead is a marked diminution in the flood of funds (well over $40-billion at an annual rate in April) into the thrift institutions that make most of the mortgage loans.",4.0,0
4252,"There is no precise relationship between the cost of mortgage money and the pace of homebuilding, but in the past a rising level of mortgage rates has generally been closely correlated with severe slumps in housing.",1.0,0
4253,"It is just as difficult to predict trading volume in the stock market as to forecast the direction of prices, but some Wall Street brokers see signs of a possible upswing in activity.",6.0,1
4255,Yesterday's turnover came to 5.S9 million shares on the New York Stock Exchange. This was higher than the 5.17 million shares changing hands on Tuesday.,6.0,1
4257,"In the first eight months of |this year, turnover amounted; | to 89S.22 million shares. The !daily average was 5.34 million 'shares, an impressively high | figure.",2.0,0
4263,"Despite three rounds of wage increases since the end of the war employes have failed to increase industrial productivity to any appreciable extent by putting forth greater effort, an economist and two industrial leaders declared yesterday. They agreed that technological improvements introduced J by management have been the deciding factors in the relatively small rise in productivity which has occurred.	.",1.0,0
4265,"Mr Rising declared that union leaders have held employe Productivity to a minimum by reducing work standards ÛÏto the silly P01^ He told 1,500 members and guests of the association that employe uroductivity has shown some ÛÏstartling ^gainsÛªÛª when manage-ment has taken energetic steps to halt union restrictive practices.",4.0,0
4267,"There will be no fourth round of wage increases next year, f-ccor -ingS to Mr. Rising. He said, however that 1949 may be the greatest strike period since 1946 and one which may surpass that record year Û Productivity will increase inly when ÛÏwe get back to competition for sales and competition be tween men for success and better living,Û Mr. Rising declared.",3.0,0
4268,"The United States has set a proper economic course, one that if pursued will lead by the end of 1970 to renewed expansion, progressively less inflation, an abatement of strikes and high wage settlements, declining interest rates and rising sales and profits, Albert H. Cox Jr. told financial executives at a meeting yesterday sponsored by the American Management Association.",6.0,1
4269,"This optimistic view, espoused by a former special assistant to the chairman of President NixonÛªs Council of Economic Advisers who will become chief economist at Lionel D. Edie & Co. next Monday, rejects proposals urging the adoption of credit controls, t ÛÏAt a time when the restoration of economic stability is already clearly in our grasp, adoption of credit controls jwould be a mistake,Û the 37-year-old economist said. If employed now, he added after his formal remarks, they would be coming ÛÏat just the wrong time.Û",6.0,1
4271,"anarchy in the money market.Û Mr. Cox, while addressing the A. M. A.Ûªs financial conference at the Americana Hotel, wore a nametag indicating his prospective Edie affiliation rather than that of his employer until the end of this weekÛÓthe First National Bank in Balias. In buttressing his case that present economic policies are proving effective, Mr. Cox called for some ÛÏsense of historical perspectiveÛ toward the current scene.",4.0,0
4272,q There is still not much slack in the labor market today; unemployment was artifically reduced in the boom period.,6.0,1
4273,"The sale of $23,925,000 of seven-months notes of the New York City Publio Housing Authority to finance state-aided projects attra'cted yesterday sev-leral bids. The bids used high interest rates and high dollar premiums to achieve lower net interest costs to the borrower than bids expressed in terms of current low short-term market rates and limited dollar premiums.",6.0,1
4274,"Whereas bids expressed in terms of giving market rates designated borrowing costs ranging from 0.77 per cent to about 0.82 per centÛÓor slightly more than % of 1 per cent interestÛÓ, bids offsetting an interest charge of 5 per cent with large dollarl premiuihs achieved net borrowing costs of about % of 1 per cent.",3.0,0
4283,"HILE INFLATION and interest rates have recently abated, their breakneck rise over the last several years has made many people cynical about investing Tor retirement. When projections show that Û¢ even the average couple will need a nest egg of $1 million or so over the next several decades just to eke out a modest existence, the magnitude of the numbers becomes so staggering that it can sap the will to save.",3.0,0
4291,"Around the world, globalization has lowered barriers to entry. But some of its costs, like large-scale job losses, have created fertile conditions for politicians hoping to build national champions and keep out foreign buyers. Also, national security concerns ÛÓ about everything from energy sources to ports ÛÓ have coalesced into government action to keep strategic assets out of foreign hands.",3.0,0
4293,"Stocks rose yesterday as investors welcomed strong earnings from financial services companies, upbeat economic data and some reassuring news from the Federal Reserve.",8.0,1
4295,"The FedÛªs decision yesterday to raise short-term interest rates by another quarter of a percentage point, to 1.75 percent, did not come as a surprise to the market. The widely expected decision and the statement issued with it were viewed as a signal that the central bank sees continued improvements in the economic outlook and inflation.",6.0,1
4296,"""I think itÛªs basically a pretty positive statement,"" said Sung Won Sohn, chief economist at Wells Fargo in Minneapolis. ÛÏI doubt that this hike, which was widely expected, will have any meaningful impact on the economy, but it will have a positive psy- chological effect on the market, because it is reassuring the world that the economy is doing better.""",6.0,1
4297,"In economic news, the Commerce Department reported robust housing construction last month. Housing starts rose to an annual rate of two million units, the highest level of activity in five months, and came as economists were expecting a decline. JulyÛªs housing figures were revised upward.",8.0,1
4298,"The impact on individuals, programs and operations of Gov. Mario M. CuomoÛªs deficit reduction plan has generated much discussion, particularly among New York State employees. This has centered on two basic questions: (2)	Why is the Governor using layoffs and other work-force saving plans for state employees, instead of eliminating waste in government?",3.0,0
4299,"As the news media have reported for months, much of the country is in a severe recession. The impact is felt by New York and many other states, with massive budget deficits in Florida, Pennsylvania, Texas and California. The Associated Press reported that a survey conducted by the National Conference of State Legislators found two-thirds of the states expect major difficulty in balancing their budgets. Conditions appear to be deteriorating faster than in the recession years of the early 1980's.",3.0,0
4300,"The impact of the national economic downturn, exacerbated by the invasion of Kuwait and its effect on oil",3.0,0
4302,"prices, has caused a serious decline in state revenues. Combined with decreased Federal funding, the effect on New YorkÛªs finances has been dramatic and inescapable. New York has had to take immediate steps.",4.0,0
4307,"Generally, the boardÛªs ruling allows employers to increase their contributions to these benefit programs by seven-tenths of 1 per cent over the",4.0,0
4314,"Negotiations between the union and basic steel producers are expected to start within two weeks. The present two-year contract expires on June 30, and the union will be free to strike thereafter.",1.0,0
4315,"CA ÛÏsubstantialÛ wage increase. No figures have been mentioned. The steel workers argue that the increase is warranted because of the economic needs of members, ÛÏtheir greatly increasing productivity, the record profitability of the industry and the economic situation of the country as a whole.Û ^Premium pay for week-ends. Here again the union has been vague, but earlier reports suggested that time-and-a-half for! Saturdays and double time for Sundays were the objectives.",7.0,1
4318,"WASHINGTON, May 9 ÛÓ Through the cruel lens of hindsight, history seems likely to fault President CarterÛªs Council of Economic Advisers for underestimating the strength of the economy two years running and for underestimating the virulence of an inflation that has accelerated to a double-digit pace.",4.0,0
4320,"With economic policy ÛÓ particularly trying to stop inflation ÛÓ looming as the paramount domestic issue in the 1980 Presidential campaign, the Council of Economic Advisers plays a more central role in the Government than it has in many years. Since the council has no statutory powers other than to advjse the President, much depends on the personalities and abilities of its three members, particularly the chairman, who is first among eqtlals.",4.0,0
4321,"An attempt to assess the performance of the present council after two and a half years ÛÓ Mr. Schultze began advising President-elect Carter in the late autumn of 1976 ÛÓ leads to these findings: Û¢IThe council underestimated in 1977 and again in 1978 the strength of the economy and the rate of inflation (as did some other forecasters), forcing the President twice to modify in the spring the stimulative tax cuts he had proposed in the winter. The councilÛªs Û¢estimate last January that inflation this year would run at 7.4 percent was discarded by March as too low.",3.0,0
4323,"JBGAIN in 2004, size wasnÛªt an ad* vantage in the stock market. For the sixth year in a row, mutual funds that invested in small-capitalization stocks fared better than those that owned large-cap ones. By now, some money managers say, the real bargains are in the bigger stocks. But how big do the companies need to be?",6.0,1
4325,"ÛÏItÛªs a fantastic time for investors to upgrade the quality of their portfolios,ÛªÛª said Bill Nygren, manager of the Oakmark and Oakmark Select mutual funds. Historically, megacap stocks have had price-to-eamings ratios above the average for the Standard & PoorÛªs 500-stock index, but the gap has almost disappeared, Mr. Nygren said. He predicted that investors would be paying a premium for megacaps three to five years from now, so these stocks should outperform the market in the meantime.",7.0,1
4326,"Last year, Mr. Nygren loaded up on big, brand-name stocks, including Wal-Mart, Citigroup, Time Warner, Anheuser-Busch, McDonald's, Walt Disney and Gap. Both of the Oak- mark funds he manages fall into the large-cap value category, and value funds are not generally associated with well-known companies. But he said the ÛÏvalueÛ label wasnÛªt static. ÛÏWe think owning great, growth businesses at average prices,Û he said, ÛÏis just as much value investing as owning average companies at great prices.Û",6.0,1
4328,"CALLS POLICY SUCCESSFUL: Charls E. Walker, Under Secretary of the Treasury, telling the New York Bankers Association at the Waldorf-Astoria Hotel yesterday that U.S. economic policy, slowly but surely, was working.",6.0,1
4330,"(relaxation of policy because ÛÏit jis by no means clear that the slowing will be lasting enough ! to prove effective.Û ! In another address at the 'ÐÊbankers meeting at the Wa'.dori [Astoria Hotel, Under Secretary of the Treasury Charls E. Walker reaffirmed the official view that the policy of fiscal and monetary restraint was working and it was only a matter of time before no one could doubt its efficacy.",6.0,1
4333,"BUOYED by a strong regional economy, the unemployment rate in Yonkers has steadily declined to a point where city officials say there are increasingly fewer jobs paying only the minimum wage.",6.0,1
4334,"ÛÏTraditional minimum-wage jobs are now commanding hourly wages of 55.50 per hour,Û John R. Zaklan, executive director of the Yonkers Private Industry Council, said of the cityÛªs labor market. The council is a 25-member agency appointed by Mayor Angelo R. Martinelli.",6.0,1
4335,"Although city officials say the market is increasingly becoming ""an employeeÛªs market,Û there are still an estimated 5,300 Yonkers residents, or about 4 percent of the cityÛªs labor force, who are out of work, Mr. Zakian said. The unemployed include high school dropouts, the handicapped, disabled and older workers, and others considered ÛÏhard to employ,Û he said.",4.0,0
4336,"In an effort aimed at finding permanent jobs for the unemployed, the council recently awarded $500,000 in job-training and development contracts to several public and private agencies. The programs are expected to provide training and jobs for about 400 city residents.",6.0,1
4337,"Funds for the programs are provided to the council by the Federal Government under the Federal Job Training Partnership Act. Mr. Martinelli said the program, entering its third year, had provided job training to 700 city residents, among whom at least 60 percent found permanent unsubsidized jobs in the private sector.",6.0,1
4343,"One of the few noncontroversial assumptions in economics holds that inflation, once turned loose, creates self-fulfilling expectations of more inflation.",4.0,0
4345,"Heretofore that principle had always seemed somewhat irrelevant to the United States economy, which was accustomed to relatively brief bouts of mild inflation. Now the American economy is experiencing serious inflation firsthand as interest rates set new highs almost weekly and as price indexes soar at the fastest rates since World War 11.",2.0,0
4348,"WASHINGTON, Aug. 8 ÛÓ Growth in worker productivity accelerated during the second quarter as more ' goods were produced with fewer workers, the Labor Department said today.",7.0,1
4349,"Labor costs moderated, helping keep inflation under control. And the average number of hours worked fell by the largest amount in 15 years as ' businesses shed jobs.",2.0,0
4351,"Productivity, which measures the time, effort and cost of providing goods and services, increased at a seasqnally adjusted annual rate of 3 percent in the second quarter, faster than the revised pace of 2.5 percent in the first quarter. The gain in the first quarter was initially reported as 2.7 percent. The productivity data do not include the farm sector.",6.0,1
4352,"Increases in productivity gains are essential for businesses to hold down prices and stay competitive. As labor costs remain in check, companies are able to absorb higher material and production costs without passing them on to their customers by investing in technology.",6.0,1
4362,"An Ûª underwriting network j headed jointly by Paine Web-1 ber and Stone & Webster Sc-j curitics won the bonds and iti offered them to investors with; a 7% per cent interest rate and! a price of 100.286 per cent of I their face value to yield the, 7.85 per cent in 2001.",6.0,1
4367,The weakness spread also to dollar loans with Amsterdam premiums over New York parities of American shares showing a further drop from 9 to 8 per cent.,4.0,0
4368,"Yields of government securities fell yesterday for the third straight day, as inflation concerns eased in the bond market amid signs that economic growth this year may not be as strong as some have forecast.",4.0,0
4370,"Economists like Greg Jones of MMS International, a Wall Street re-'search and analysis firm, expect the Federal Reserve to stand pat until its ÐÊ May 17 Federal Open Market Committee meeting before approving another rise in short-term interest rates. ÛÏThe only question to be answered then,Û he said, ÛÏwill be whether the next rate hike will be another quarter-point, or a half-point.Û",4.0,0
4371,"Traders and investors dismissed yesterdayÛªs results of a survey by the Federal Reserve Bank of Philadelphia that showed manufacturers were paying more for raw materials, because the same report also showed that manufacturing slowed and that prices will be falling six months from now.",4.0,0
4372,"Analysts found it interesting that the Philadelphia Fed price report, which two months ago led to a market rout, was only able to spur a brief selloff yesterday.",3.0,0
4379,"The AdministrationÛªs plan will include a reduction in the capital gains tax, a hefty increase in the tax on alcoholic beverages, and cuts in spending on a variety of domestic programs like Medicare and retirement benefits for Federal employees. It may also include a limit on the amount of state and local income tax payments that taxpayers can deduct on their Federal returns.",4.0,0
4380,"The Democratic plan offered by Mr. Gephardt will include an increase in income taxes for the wealthy, large cuts in military spending and possibly some form of new tax on oil or gasoline.",4.0,0
4381,Both sides acknowledge that the target under the Gramm-Rudman-Holl-ings law will have to be changed. All agree that the economy would collapse under a deficit reduction package of $100 billion or more.,1.0,0
4382,But they also say that changing the budget law without making what an Administration economist called ÛÏa down payment on some enduring budget reduction strategyÛ would be economically and politically disastrous.,4.0,0
4388,Evidence of a weaker-than-ex-pected economy caused a quick drop in short- and long-term interest rates yesterday.,4.0,0
4389,The Treasury market set the tone for higher prices and lower yields in corporate and tax-exempt bonds as the 30-year bond rose two points.,1.0,0
4390,"Signs of a lackluster economy, and the hope of lower interest rates, also spurred the stock market. The Dow Jones industrial average jumped",6.0,1
4392,"Institutional investors, who earlier this month were selling bonds because of concerns that inflation and interest rates would rise when the economy improved in the second half, are now focusing more on the prospects of economic weakness and pos- ÛÏWe have seen a steady flow of customer buying the past three days, which was intensified this morning after the industrial production report,Û said William F. Wallace, a principal in the government securities department at Morgan Stanley & Company.",3.0,0
4394,"ÛÏThe signs in Utah have been most encouraging,Û says Mr. Mathews, who cites ÛÏthe highest growth in three years in the goods-producing sector.Û Of particular note are the primary metals, aerospace and food manufacturing sectors, according to Mr. Mathews.",7.0,1
4396,"In Montana, the agriculture sector improved, and is expected to continue to do well because of an increase in beef and grain prices, according to Kathy Shen-kle, a research specialist with the Department of Labor and Industry. ""For ranchers, 1986 was a record year after a few very bad years,Û says Ms. Shenkle. ÛÏWe just donÛªt know whether the income will circulate in the state and generate new growth, or be used to pay off old debts.Û",7.0,1
4397,"In Colorado, the secondary effects of recession have been severe. The retail sector lost 5,200 jobs when three department store chains went out of business. ÛÏColorado had huge growth in retail trade in 1984 and 1985, but the underlying income to support it wasnÛªt available even when the economy was strong,"" said Ben Garcia, economist with the labor market information section of the Department of Labor and Employment. ÛÏThere is an incredible amount of retail and office space not being used,"" he said.",3.0,0
4403,"Consumer confidence soared In March, the Conference Board reported yesterday, offering more evidence that the optimistic resilience of the American shopper is pulling the nation back from recession..",7.0,1
4405,"""The message in these latest numbers Is that consumers are doing surprisingly well, but companies are still struggling with investment and production,Û said James W. Paulsen, senior economist at Wells Capital Management in Minneapolis. ÛÏThat has been the story for nearly six months.""",6.0,1
4406,"Positive economic data ÛÓ and the data has been much more positive than negative in recent weeks ÛÓ raises concerns, particularly on Wall Street, that the Federal Reserve may push up Interest rates to slow growth and thus restrain inflation. Although the FedÛªs policy makers have stopped cutting rates, they have been less optimistic about the economy than have most private forecasters. And one policy maker, Robert McTeer, president of the Federal Reserve Bank of Dallas, reflected that caution in an interview yesterday.",7.0,1
4407,""" Sooner or later, as the economy gathers momentum and gets stronger, an adjustment will have to be made"" in rates, he said. ÛÏBut IÛªm In no hurry,Û Mr. McTeer told Bloomberg News while attending a forum in Prague.",4.0,0
4409,"Because news of Drysdale GovernmentÛªs failure to pay $160 million of interest due on borrowed securities coincided with the Federal Open Market CommitteeÛªs meeting on Monday and Tuesday, analysts have a hard time discerning the FedÛªs motivations. Some said that the Fed monetary policy makers decided to make reserves more available in the banking system before the committeeÛªs meeting.",3.0,0
4410,"ÛÏThe FedÛªs general policy shift over the past two or three weeks has been toward an easing in bank reserve pressures,Û economists at Aubrey G. Lanston & Company said in a market commentary dated May 24. Slower growth in basic money supply in May, and the prospect for slow growth in June, should lead the Fed to provide enough reserves to result in a rate of 12'/i percent to 13(4 percent for overnight bank loans in the Federal funds market, they said, down from 14.67 percent and 14.97 percent in the weeks ended May 19 and May 12.",3.0,0
4411,"Reserves are deposits that banks are required to maintain at the Fed. When reserves are more available, in- terest rates tend to fall, since banks have less need to borrow in order to keep their reserve account at the level required by the Fed.",3.0,0
4413,"WASHINGTON ÛÓ As the Federal Reserve Board faces the inflation-recession dilemma of 1975, its policies are likely to be more cautious than those of the President and Congress in trying to re-stimulate the economy.",4.0,0
4416,"voted this year by colleagues who, concerned about rising unemployment, want to ease monetary policy to a greater extent than he does. But this has not happened so far.",4.0,0
4417,"For the time being, the Federal ReserveÛªs problem is not so agonizing as it may become. This is because the growth of the nationÛªs money supply and other monetary aggregates has been running for the last six months well below the long-term target established by the Federal Reserve.",4.0,0
4420,"b-lncludes a charge of S140 million relating to the combination of Baker International Coro, and Hughes Tool Co. and pension reversion gains of S76.B million.",6.0,1
4422,"b-lncludes one-lime charges of 4 cents a share and 32 cents a share for the quarter and 6 months, respectively, due to a refund ordered by the Michigan Public Service Commission. c-Net loss b-lncludes a gain of S6,300,000on the sale of properties and securities, and a charge of 54,300,000 from equipment writedowns and consolidation of certain operations for both the quarter and 6 months.",4.0,0
4423,"ks the auto industry daws its way back from the dark days of the re-L jL cession, financing rates continue to fall for new cars, making them competitive against used cars, and leasing deals are returning.",6.0,1
4429,"This year's rise, after a lackluster 1994, is a continuation of the bull market that began in 1990, as that year's recession was ending, and can be dated as far back as 1975. It has been fueled by factors as immediate as rapidly rising profits and as long-term as the baby boom generation's growing concern with retirement.",8.0,1
4430,The strong profit growth for many companies has depressed their need for new capital and thus served to depress the volume of new stock issues sold. Far more money is pouring into the stock market than can be absorbed by the new issues.,6.0,1
4431,"And long-term interest rates, after rising sharply for much of last year, have declined, making stocks more competitive with fixed-income investments. At the peak in early",6.0,1
4432,"November, shortly before the last time the Federal Reserve raised short-term interest rates, 30-year Treasury bonds yielded 8.16 percent. Now they yield 7.43 percent.",6.0,1
4433,"Inflationary cost pressures now pervade the-economy, the Federal Reserve .Ba'nk of New York said yesterday in its official Monthly Review./-.? //ÛÏExperience since World War IFfhas shown,Û the bank said, ÛÏthat cost:push'ÐÊcan be a particularly tenacious form of price inflation,/; and consequently substantial price rises must be anticipated for some time to come even jf the dampening of demand [for goods and services] materializes as expected.Û	'Û¢""Û¢Û¢Û¢åÈ	.",2.0,0
4434,"Nowhere in its analysis did the hankÛÓthe largest and most influential of the 12 regional reserve banksÛÓdiscuss theiim-plications of this view for the course of> monetary policy hi the weeks ahead.;""	ÐÊ	' Û¢But in/.effect what the New York Reserve Bank was doing was presenting its arguments why the money managers should proceed-carefully in any move toward easy money.",3.0,0
4436,There is a widespread expectation in the money market that subsequent to this meeting the Federal Reserve will reduce its discount (or lending) rate from its present 5]/2 per cent. The level was established in April in the wake of the gold crisis last winter.,6.0,1
4437,"According to some analysts, a lower discount rate would also mean a reduction in the prime rate, the minimum business-loan rate at commercial banks. This is now at a record of 6y2 per cent.",6.0,1
4445,"1.03	points for the week. ' Of the 1,451 issues traded in the period, 803 declined and 486 advanced. It was the third successive week in which more issues fell than rose.",4.0,0
4450,"The second change would require all banks to make payment the same day for checks drawn on them and presented to themÛÓthe practice already followed by most banks. This would cut the ""floatÛ of uncollected checks by about $2-billion and thus would reduce total bank reserves by that amount.",7.0,1
4456,Prices on the New York Stock Exchange opened with sizable advances but then gradually eased throughout most of the session as profit taking erased many of the earlier gains.,6.0,1
4458,"LAKE SUCCESS, July 4ÛÓThe United Nations raised the economic danger signal today with a warning that specific and urgent steps must be taken on both national and international planes to raise the world level of economic activity and ward off a ""possible recession.""",7.0,1
4459,"In a world economic report prepared by the Department of Economic Affairs, which today put out Part I of the 1948 analysis and that plans to issue the remainder of the four-part survey later, the organizationÛªs experts underline ominous developments in increasing unemployment and in reduced consumersÛª demands. The analysts emphasize the growing importance of establishing international equilibrium without delay and they suggest that all the countries might start conducting their trade ÛÏas if they belonged to one world.Û",3.0,0
4463,"The stock market drifted aimlessly yesterday, with the tendency slightly to the downside m moderately active trading.",4.0,0
4464,"the Ne'v York Stock Ex-Ghan^e, a few more issues declined than advanced and the leading averages fell slightly.",4.0,0
4468,"Interest rates declined sharply yesterday and the Federal Reserve announced that a key measure of the money supply had fallen by $1.J bijlion in the week ended Sept. 2, a new sign that money growth is remaining within or near Fed targets.",6.0,1
4469,"The move to lower interest, winch reduced six-month Treasury bill rates to 14.9 percent at the close from 15.3 percent early in the day, was accompanied by rising prices and lower yields on long-term bonds. The bpll-wether 13% percent Treasury-bonds due in 2011, for example, rbse',.1% points, to 95%, to yield 14.47 percent:",6.0,1
4470,"The rally in the bond market,, in tum, sent the stock market upfor the third consecutive day. The Dow-Jffines industrial average surged 10.37 points,to 872.81, as traders bought blue-chip stocks and the recently depressed technology issues, in particular. Lower interest rates would drain money from competing forms of investment, such as money market funds, and back into stocks, as-well as improve the outlook for many &nripanics. [Page 33.]",6.0,1
4471,"While the trend to lower interest rates was unmistakable in yesteftlayÛªs trading, analysts were uncertain whether the declines would continue. Some said the problem of heavy Treasury borrowing remained, but ftf ihe near term, interest rates could""be guided lower by signs of a weakening economy and an easier monetary policy by the Federal Reserve.-jOthers held that it was hard for interestrates to decline while there was strong demand by business for short-term credit.",4.0,0
4472,"Interest rates were not ÐÊÛ÷ much changed after the FedÛªs money supply report. Besides disclosing the weekly money supply data, the central bank announced that the August average for M-1B remained well below the FedÛªs target, while the M-2 money stipply measure was slightly above target.",6.0,1
4478,"NEWARK, Feb. 3 ÛÓ The unemployment rate among nonwhites in the Newark metropolitan area, which was hit by a series of riots last summer, is one of the highest in the nation, a Federal study showed today.",4.0,0
4479,"The rate, 10.5 per cent, is more than twice that for the New York metropolitan area across the Hudson River and is exceeded in the nation only by the rates in St. Louis and Detroit.",4.0,0
